hero1,hero2,Friendship
BLACK PANTHER/T'CHAL,MR. FANTASTIC/REED R,66
BLACK PANTHER/T'CHAL,ANGEL/WARREN KENNETH,50
BLACK PANTHER/T'CHAL,DEATH,5
BLACK PANTHER/T'CHAL,MASTER ORDER,78
BLACK PANTHER/T'CHAL,IRON MAN/TONY STARK ,77
IRON MAN/TONY STARK ,CAPTAIN AMERICA,87
IRON MAN/TONY STARK ,THUNDERSTRIKE/ERIC K,36
IRON MAN/TONY STARK ,NOVA/RICHARD RIDER,19
IRON MAN/TONY STARK ,GALACTUS/GALAN,96
IRON MAN/TONY STARK ,WONDER MAN/SIMON WIL,86
IRON MAN/TONY STARK ,DEATHLOK III/MICHAEL,83
IRON MAN/TONY STARK ,OBLIVION,50
IRON MAN/TONY STARK ,WOLVERINE/LOGAN ,47
IRON MAN/TONY STARK ,SHE-HULK/JENNIFER WA,74
IRON MAN/TONY STARK ,SILVER SURFER/NORRIN,27
IRON MAN/TONY STARK ,VISION ,9
IRON MAN/TONY STARK ,PSYLOCKE/ELISABETH B,58
IRON MAN/TONY STARK ,MARVEL GIRL/JEAN GRE,1
IRON MAN/TONY STARK ,STORM/ORORO MUNROE S,98
IRON MAN/TONY STARK ,ETERNITY/ADAM QADMON,24
IRON MAN/TONY STARK ,KISMET/J'RIDIA STARD,95
IRON MAN/TONY STARK ,NIGHT THRASHER/DUANE,17
IRON MAN/TONY STARK ,IN-BETWEENER,92
IRON MAN/TONY STARK ,MR. FANTASTIC/REED R,2
IRON MAN/TONY STARK ,ANGEL/WARREN KENNETH,96
IRON MAN/TONY STARK ,DEATH,85
IRON MAN/TONY STARK ,MASTER ORDER,70
MASTER ORDER,CAPTAIN AMERICA,98
MASTER ORDER,THUNDERSTRIKE/ERIC K,18
MASTER ORDER,NOVA/RICHARD RIDER,93
MASTER ORDER,GALACTUS/GALAN,83
MASTER ORDER,WONDER MAN/SIMON WIL,5
MASTER ORDER,DEATHLOK III/MICHAEL,60
MASTER ORDER,OBLIVION,51
MASTER ORDER,WOLVERINE/LOGAN ,97
MASTER ORDER,SHE-HULK/JENNIFER WA,83
MASTER ORDER,SILVER SURFER/NORRIN,7
MASTER ORDER,VISION ,85
MASTER ORDER,PSYLOCKE/ELISABETH B,21
MASTER ORDER,MARVEL GIRL/JEAN GRE,67
MASTER ORDER,STORM/ORORO MUNROE S,14
MASTER ORDER,ETERNITY/ADAM QADMON,29
MASTER ORDER,KISMET/J'RIDIA STARD,30
MASTER ORDER,NIGHT THRASHER/DUANE,5
MASTER ORDER,IN-BETWEENER,4
MASTER ORDER,MR. FANTASTIC/REED R,86
MASTER ORDER,ANGEL/WARREN KENNETH,74
MASTER ORDER,DEATH,82
DEATH,CAPTAIN AMERICA,83
DEATH,THUNDERSTRIKE/ERIC K,10
DEATH,NOVA/RICHARD RIDER,87
DEATH,GALACTUS/GALAN,6
DEATH,WONDER MAN/SIMON WIL,83
DEATH,DEATHLOK III/MICHAEL,34
DEATH,OBLIVION,90
DEATH,WOLVERINE/LOGAN ,56
DEATH,SHE-HULK/JENNIFER WA,26
DEATH,SILVER SURFER/NORRIN,67
DEATH,VISION ,42
DEATH,PSYLOCKE/ELISABETH B,12
DEATH,MARVEL GIRL/JEAN GRE,71
DEATH,STORM/ORORO MUNROE S,46
DEATH,ETERNITY/ADAM QADMON,37
DEATH,KISMET/J'RIDIA STARD,100
DEATH,NIGHT THRASHER/DUANE,53
DEATH,IN-BETWEENER,53
DEATH,MR. FANTASTIC/REED R,67
DEATH,ANGEL/WARREN KENNETH,51
ANGEL/WARREN KENNETH,CAPTAIN AMERICA,23
ANGEL/WARREN KENNETH,THUNDERSTRIKE/ERIC K,56
