hero1,hero2,Friendship
CAPTAIN AMERICA,U-MAN/MERRANO,34
U-MAN/MERRANO,BUCKY/BUCKY BARNES,68
U-MAN/MERRANO,DEAN-BETTY,6
U-MAN/MERRANO,SUB-MARINER/NAMOR MA,64
SUB-MARINER/NAMOR MA,BUCKY/BUCKY BARNES,13
SUB-MARINER/NAMOR MA,DEAN-BETTY,25
DEAN-BETTY,BUCKY/BUCKY BARNES,98
SPITFIRE/LADY JACQUE,TORO/TOM RAYMOND,59
SPITFIRE/LADY JACQUE,WHIZZER/ROBERT L. FR,80
SPITFIRE/LADY JACQUE,SUB-MARINER/NAMOR MA,27
SPITFIRE/LADY JACQUE,RED SKULL/JOHANN SCH,13
SPITFIRE/LADY JACQUE,BARON STRUCKER/WOLFG,77
SPITFIRE/LADY JACQUE,PRENTISS-BETTY DEAN,86
SPITFIRE/LADY JACQUE,HUMAN TORCH ANDROID/,77
SPITFIRE/LADY JACQUE,HORTON-PROFESSOR PH,25
SPITFIRE/LADY JACQUE,FITZPATRICK-WILL,56
SPITFIRE/LADY JACQUE,UNION JACK II/BRIAN ,47
SPITFIRE/LADY JACQUE,CAPTAIN AMERICA,40
CAPTAIN AMERICA,TORO/TOM RAYMOND,92
CAPTAIN AMERICA,WHIZZER/ROBERT L. FR,36
CAPTAIN AMERICA,SUB-MARINER/NAMOR MA,36
CAPTAIN AMERICA,RED SKULL/JOHANN SCH,92
CAPTAIN AMERICA,BARON STRUCKER/WOLFG,11
CAPTAIN AMERICA,PRENTISS-BETTY DEAN,89
CAPTAIN AMERICA,HUMAN TORCH ANDROID/,75
CAPTAIN AMERICA,HORTON-PROFESSOR PH,3
CAPTAIN AMERICA,FITZPATRICK-WILL,50
CAPTAIN AMERICA,UNION JACK II/BRIAN ,96
UNION JACK II/BRIAN ,TORO/TOM RAYMOND,57
UNION JACK II/BRIAN ,WHIZZER/ROBERT L. FR,81
UNION JACK II/BRIAN ,SUB-MARINER/NAMOR MA,78
UNION JACK II/BRIAN ,RED SKULL/JOHANN SCH,91
UNION JACK II/BRIAN ,BARON STRUCKER/WOLFG,84
UNION JACK II/BRIAN ,PRENTISS-BETTY DEAN,52
UNION JACK II/BRIAN ,HUMAN TORCH ANDROID/,59
UNION JACK II/BRIAN ,HORTON-PROFESSOR PH,2
UNION JACK II/BRIAN ,FITZPATRICK-WILL,73
FITZPATRICK-WILL,TORO/TOM RAYMOND,56
FITZPATRICK-WILL,WHIZZER/ROBERT L. FR,69
FITZPATRICK-WILL,SUB-MARINER/NAMOR MA,4
FITZPATRICK-WILL,RED SKULL/JOHANN SCH,18
FITZPATRICK-WILL,BARON STRUCKER/WOLFG,17
FITZPATRICK-WILL,PRENTISS-BETTY DEAN,73
FITZPATRICK-WILL,HUMAN TORCH ANDROID/,29
FITZPATRICK-WILL,HORTON-PROFESSOR PH,79
HORTON-PROFESSOR PH,TORO/TOM RAYMOND,65
HORTON-PROFESSOR PH,WHIZZER/ROBERT L. FR,78
HORTON-PROFESSOR PH,SUB-MARINER/NAMOR MA,66
HORTON-PROFESSOR PH,RED SKULL/JOHANN SCH,1
HORTON-PROFESSOR PH,BARON STRUCKER/WOLFG,49
HORTON-PROFESSOR PH,PRENTISS-BETTY DEAN,95
HORTON-PROFESSOR PH,HUMAN TORCH ANDROID/,9
HUMAN TORCH ANDROID/,TORO/TOM RAYMOND,79
HUMAN TORCH ANDROID/,WHIZZER/ROBERT L. FR,19
HUMAN TORCH ANDROID/,SUB-MARINER/NAMOR MA,79
HUMAN TORCH ANDROID/,RED SKULL/JOHANN SCH,10
HUMAN TORCH ANDROID/,BARON STRUCKER/WOLFG,79
HUMAN TORCH ANDROID/,PRENTISS-BETTY DEAN,26
PRENTISS-BETTY DEAN,TORO/TOM RAYMOND,4
PRENTISS-BETTY DEAN,WHIZZER/ROBERT L. FR,46
PRENTISS-BETTY DEAN,SUB-MARINER/NAMOR MA,4
PRENTISS-BETTY DEAN,RED SKULL/JOHANN SCH,23
PRENTISS-BETTY DEAN,BARON STRUCKER/WOLFG,93
BARON STRUCKER/WOLFG,TORO/TOM RAYMOND,76
BARON STRUCKER/WOLFG,WHIZZER/ROBERT L. FR,35
BARON STRUCKER/WOLFG,SUB-MARINER/NAMOR MA,37
BARON STRUCKER/WOLFG,RED SKULL/JOHANN SCH,4
RED SKULL/JOHANN SCH,TORO/TOM RAYMOND,47
RED SKULL/JOHANN SCH,WHIZZER/ROBERT L. FR,9
RED SKULL/JOHANN SCH,SUB-MARINER/NAMOR MA,21
SUB-MARINER/NAMOR MA,TORO/TOM RAYMOND,61
SUB-MARINER/NAMOR MA,WHIZZER/ROBERT L. FR,87
WHIZZER/ROBERT L. FR,TORO/TOM RAYMOND,8
JACK FROST/,TORO/TOM RAYMOND,82
JACK FROST/,MISS AMERICA/MADELIN,71
JACK FROST/,THIN MAN/BRUCE DICKS,94
JACK FROST/,RED RAVEN,99
JACK FROST/,BUCKY/BUCKY BARNES,24
JACK FROST/,KRIEGHUND-COL.,16
JACK FROST/,SUB-MARINER/NAMOR MA,23
JACK FROST/,HUMAN TORCH ANDROID/,61
JACK FROST/,PATRIOT/JEFF MACE,62
JACK FROST/,RED SKULL/JOHANN SCH,2
JACK FROST/,WHIZZER/ROBERT L. FR,49
JACK FROST/,CAPTAIN AMERICA,32
JACK FROST/,BLUE DIAMOND/PROFESS,79
BLUE DIAMOND/PROFESS,TORO/TOM RAYMOND,67
BLUE DIAMOND/PROFESS,MISS AMERICA/MADELIN,93
BLUE DIAMOND/PROFESS,THIN MAN/BRUCE DICKS,71
BLUE DIAMOND/PROFESS,RED RAVEN,37
BLUE DIAMOND/PROFESS,BUCKY/BUCKY BARNES,93
BLUE DIAMOND/PROFESS,KRIEGHUND-COL.,65
BLUE DIAMOND/PROFESS,SUB-MARINER/NAMOR MA,94
BLUE DIAMOND/PROFESS,HUMAN TORCH ANDROID/,92
BLUE DIAMOND/PROFESS,PATRIOT/JEFF MACE,38
BLUE DIAMOND/PROFESS,RED SKULL/JOHANN SCH,99
BLUE DIAMOND/PROFESS,WHIZZER/ROBERT L. FR,36
BLUE DIAMOND/PROFESS,CAPTAIN AMERICA,66
CAPTAIN AMERICA,TORO/TOM RAYMOND,6
CAPTAIN AMERICA,MISS AMERICA/MADELIN,35
CAPTAIN AMERICA,THIN MAN/BRUCE DICKS,44
CAPTAIN AMERICA,RED RAVEN,23
CAPTAIN AMERICA,BUCKY/BUCKY BARNES,22
CAPTAIN AMERICA,KRIEGHUND-COL.,27
CAPTAIN AMERICA,SUB-MARINER/NAMOR MA,21
CAPTAIN AMERICA,HUMAN TORCH ANDROID/,70
CAPTAIN AMERICA,PATRIOT/JEFF MACE,90
CAPTAIN AMERICA,RED SKULL/JOHANN SCH,24
CAPTAIN AMERICA,WHIZZER/ROBERT L. FR,76
WHIZZER/ROBERT L. FR,TORO/TOM RAYMOND,10
WHIZZER/ROBERT L. FR,MISS AMERICA/MADELIN,59
WHIZZER/ROBERT L. FR,THIN MAN/BRUCE DICKS,35
WHIZZER/ROBERT L. FR,RED RAVEN,96
WHIZZER/ROBERT L. FR,BUCKY/BUCKY BARNES,82
WHIZZER/ROBERT L. FR,KRIEGHUND-COL.,78
WHIZZER/ROBERT L. FR,SUB-MARINER/NAMOR MA,41
WHIZZER/ROBERT L. FR,HUMAN TORCH ANDROID/,46
WHIZZER/ROBERT L. FR,PATRIOT/JEFF MACE,87
WHIZZER/ROBERT L. FR,RED SKULL/JOHANN SCH,23
RED SKULL/JOHANN SCH,TORO/TOM RAYMOND,89
RED SKULL/JOHANN SCH,MISS AMERICA/MADELIN,29
RED SKULL/JOHANN SCH,THIN MAN/BRUCE DICKS,63
RED SKULL/JOHANN SCH,RED RAVEN,70
RED SKULL/JOHANN SCH,BUCKY/BUCKY BARNES,60
RED SKULL/JOHANN SCH,KRIEGHUND-COL.,61
RED SKULL/JOHANN SCH,SUB-MARINER/NAMOR MA,5
RED SKULL/JOHANN SCH,HUMAN TORCH ANDROID/,92
RED SKULL/JOHANN SCH,PATRIOT/JEFF MACE,91
PATRIOT/JEFF MACE,TORO/TOM RAYMOND,40
PATRIOT/JEFF MACE,MISS AMERICA/MADELIN,11
PATRIOT/JEFF MACE,THIN MAN/BRUCE DICKS,68
PATRIOT/JEFF MACE,RED RAVEN,96
PATRIOT/JEFF MACE,BUCKY/BUCKY BARNES,24
PATRIOT/JEFF MACE,KRIEGHUND-COL.,84
PATRIOT/JEFF MACE,SUB-MARINER/NAMOR MA,49
PATRIOT/JEFF MACE,HUMAN TORCH ANDROID/,99
HUMAN TORCH ANDROID/,TORO/TOM RAYMOND,34
HUMAN TORCH ANDROID/,MISS AMERICA/MADELIN,90
HUMAN TORCH ANDROID/,THIN MAN/BRUCE DICKS,39
HUMAN TORCH ANDROID/,RED RAVEN,95
HUMAN TORCH ANDROID/,BUCKY/BUCKY BARNES,93
HUMAN TORCH ANDROID/,KRIEGHUND-COL.,38
HUMAN TORCH ANDROID/,SUB-MARINER/NAMOR MA,100
SUB-MARINER/NAMOR MA,TORO/TOM RAYMOND,16
SUB-MARINER/NAMOR MA,MISS AMERICA/MADELIN,61
SUB-MARINER/NAMOR MA,THIN MAN/BRUCE DICKS,39
SUB-MARINER/NAMOR MA,RED RAVEN,4
SUB-MARINER/NAMOR MA,BUCKY/BUCKY BARNES,87
SUB-MARINER/NAMOR MA,KRIEGHUND-COL.,85
KRIEGHUND-COL.,TORO/TOM RAYMOND,45
KRIEGHUND-COL.,MISS AMERICA/MADELIN,44
KRIEGHUND-COL.,THIN MAN/BRUCE DICKS,19
KRIEGHUND-COL.,RED RAVEN,71
KRIEGHUND-COL.,BUCKY/BUCKY BARNES,70
BUCKY/BUCKY BARNES,TORO/TOM RAYMOND,89
BUCKY/BUCKY BARNES,MISS AMERICA/MADELIN,17
BUCKY/BUCKY BARNES,THIN MAN/BRUCE DICKS,33
BUCKY/BUCKY BARNES,RED RAVEN,84
RED RAVEN,TORO/TOM RAYMOND,19
RED RAVEN,MISS AMERICA/MADELIN,38
RED RAVEN,THIN MAN/BRUCE DICKS,73
THIN MAN/BRUCE DICKS,TORO/TOM RAYMOND,33
THIN MAN/BRUCE DICKS,MISS AMERICA/MADELIN,88
MISS AMERICA/MADELIN,TORO/TOM RAYMOND,62
SPITFIRE/LADY JACQUE,UNION JACK/LORD MONT,99
SPITFIRE/LADY JACQUE,TORO/TOM RAYMOND,37
SPITFIRE/LADY JACQUE,BARON BLOOD/JOHN FAL,98
SPITFIRE/LADY JACQUE,CAPTAIN AMERICA,23
SPITFIRE/LADY JACQUE,SUB-MARINER/NAMOR MA,6
SPITFIRE/LADY JACQUE,HUMAN TORCH ANDROID/,24
SPITFIRE/LADY JACQUE,BUCKY/BUCKY BARNES,12
BUCKY/BUCKY BARNES,UNION JACK/LORD MONT,74
BUCKY/BUCKY BARNES,TORO/TOM RAYMOND,69
BUCKY/BUCKY BARNES,BARON BLOOD/JOHN FAL,24
BUCKY/BUCKY BARNES,CAPTAIN AMERICA,26
BUCKY/BUCKY BARNES,SUB-MARINER/NAMOR MA,36
BUCKY/BUCKY BARNES,HUMAN TORCH ANDROID/,79
HUMAN TORCH ANDROID/,UNION JACK/LORD MONT,71
HUMAN TORCH ANDROID/,TORO/TOM RAYMOND,40
HUMAN TORCH ANDROID/,BARON BLOOD/JOHN FAL,32
HUMAN TORCH ANDROID/,CAPTAIN AMERICA,4
HUMAN TORCH ANDROID/,SUB-MARINER/NAMOR MA,44
SUB-MARINER/NAMOR MA,UNION JACK/LORD MONT,6
SUB-MARINER/NAMOR MA,TORO/TOM RAYMOND,80
SUB-MARINER/NAMOR MA,BARON BLOOD/JOHN FAL,48
SUB-MARINER/NAMOR MA,CAPTAIN AMERICA,95
CAPTAIN AMERICA,UNION JACK/LORD MONT,86
CAPTAIN AMERICA,TORO/TOM RAYMOND,84
CAPTAIN AMERICA,BARON BLOOD/JOHN FAL,20
BARON BLOOD/JOHN FAL,UNION JACK/LORD MONT,12
BARON BLOOD/JOHN FAL,TORO/TOM RAYMOND,89
TORO/TOM RAYMOND,UNION JACK/LORD MONT,37
ZAWADI,BLOODSTONE/ULYSSES B,31
ZAWADI,DR. DRUID/ANTHONY LU,66
ZAWADI,GORGILLA,43
ZAWADI,GROTTU,5
ZAWADI,MOLE MAN/HARVEY RUPE,12
ZAWADI,MAKKARI/MIKE KHARY/I,36
MAKKARI/MIKE KHARY/I,BLOODSTONE/ULYSSES B,25
MAKKARI/MIKE KHARY/I,DR. DRUID/ANTHONY LU,80
MAKKARI/MIKE KHARY/I,GORGILLA,78
MAKKARI/MIKE KHARY/I,GROTTU,77
MAKKARI/MIKE KHARY/I,MOLE MAN/HARVEY RUPE,86
MOLE MAN/HARVEY RUPE,BLOODSTONE/ULYSSES B,14
MOLE MAN/HARVEY RUPE,DR. DRUID/ANTHONY LU,59
MOLE MAN/HARVEY RUPE,GORGILLA,63
MOLE MAN/HARVEY RUPE,GROTTU,59
GROTTU,BLOODSTONE/ULYSSES B,90
GROTTU,DR. DRUID/ANTHONY LU,45
GROTTU,GORGILLA,15
GORGILLA,BLOODSTONE/ULYSSES B,32
GORGILLA,DR. DRUID/ANTHONY LU,17
DR. DRUID/ANTHONY LU,BLOODSTONE/ULYSSES B,68
ZAWADI,MOLE MAN/HARVEY RUPE,89
ZAWADI,ZINOVIEV-IVAN,9
ZAWADI,DR. DRUID/ANTHONY LU,73
ZAWADI,MAKKARI/MIKE KHARY/I,49
ZAWADI,KRO [DEVIANT],2
ZAWADI,GORGILLA,79
ZAWADI,BLOODSTONE/ULYSSES B,74
BLOODSTONE/ULYSSES B,MOLE MAN/HARVEY RUPE,31
BLOODSTONE/ULYSSES B,ZINOVIEV-IVAN,16
BLOODSTONE/ULYSSES B,DR. DRUID/ANTHONY LU,44
BLOODSTONE/ULYSSES B,MAKKARI/MIKE KHARY/I,78
BLOODSTONE/ULYSSES B,KRO [DEVIANT],95
BLOODSTONE/ULYSSES B,GORGILLA,34
GORGILLA,MOLE MAN/HARVEY RUPE,98
GORGILLA,ZINOVIEV-IVAN,3
GORGILLA,DR. DRUID/ANTHONY LU,27
GORGILLA,MAKKARI/MIKE KHARY/I,100
GORGILLA,KRO [DEVIANT],44
KRO [DEVIANT],MOLE MAN/HARVEY RUPE,55
KRO [DEVIANT],ZINOVIEV-IVAN,1
KRO [DEVIANT],DR. DRUID/ANTHONY LU,40
KRO [DEVIANT],MAKKARI/MIKE KHARY/I,31
MAKKARI/MIKE KHARY/I,MOLE MAN/HARVEY RUPE,73
MAKKARI/MIKE KHARY/I,ZINOVIEV-IVAN,87
MAKKARI/MIKE KHARY/I,DR. DRUID/ANTHONY LU,18
DR. DRUID/ANTHONY LU,MOLE MAN/HARVEY RUPE,27
DR. DRUID/ANTHONY LU,ZINOVIEV-IVAN,95
ZINOVIEV-IVAN,MOLE MAN/HARVEY RUPE,64
BLOODSTONE/ULYSSES B,VALKIN,35
BLOODSTONE/ULYSSES B,GORGILLA,25
BLOODSTONE/ULYSSES B,ZINOVIEV-IVAN,53
BLOODSTONE/ULYSSES B,MOLE MAN/HARVEY RUPE,79
BLOODSTONE/ULYSSES B,MAKKARI/MIKE KHARY/I,52
BLOODSTONE/ULYSSES B,DR. DRUID/ANTHONY LU,54
BLOODSTONE/ULYSSES B,ZAWADI,58
BLOODSTONE/ULYSSES B,KRO [DEVIANT],48
KRO [DEVIANT],VALKIN,56
KRO [DEVIANT],GORGILLA,100
KRO [DEVIANT],ZINOVIEV-IVAN,100
KRO [DEVIANT],MOLE MAN/HARVEY RUPE,15
KRO [DEVIANT],MAKKARI/MIKE KHARY/I,76
KRO [DEVIANT],DR. DRUID/ANTHONY LU,69
KRO [DEVIANT],ZAWADI,61
ZAWADI,VALKIN,80
ZAWADI,GORGILLA,80
ZAWADI,ZINOVIEV-IVAN,40
ZAWADI,MOLE MAN/HARVEY RUPE,23
ZAWADI,MAKKARI/MIKE KHARY/I,78
ZAWADI,DR. DRUID/ANTHONY LU,74
DR. DRUID/ANTHONY LU,VALKIN,17
DR. DRUID/ANTHONY LU,GORGILLA,99
DR. DRUID/ANTHONY LU,ZINOVIEV-IVAN,84
DR. DRUID/ANTHONY LU,MOLE MAN/HARVEY RUPE,80
DR. DRUID/ANTHONY LU,MAKKARI/MIKE KHARY/I,50
MAKKARI/MIKE KHARY/I,VALKIN,57
MAKKARI/MIKE KHARY/I,GORGILLA,95
MAKKARI/MIKE KHARY/I,ZINOVIEV-IVAN,42
MAKKARI/MIKE KHARY/I,MOLE MAN/HARVEY RUPE,52
MOLE MAN/HARVEY RUPE,VALKIN,13
MOLE MAN/HARVEY RUPE,GORGILLA,2
MOLE MAN/HARVEY RUPE,ZINOVIEV-IVAN,71
ZINOVIEV-IVAN,VALKIN,11
ZINOVIEV-IVAN,GORGILLA,18
GORGILLA,VALKIN,40
GIGANTUS,BLOODSTONE/ULYSSES B,49
GIGANTUS,MOLE MAN/HARVEY RUPE,42
GIGANTUS,GORGILLA,26
GIGANTUS,MAKKARI/MIKE KHARY/I,61
GIGANTUS,DR. DRUID/ANTHONY LU,33
GIGANTUS,ZAWADI,42
GIGANTUS,KRO [DEVIANT],27
KRO [DEVIANT],BLOODSTONE/ULYSSES B,31
KRO [DEVIANT],MOLE MAN/HARVEY RUPE,56
KRO [DEVIANT],GORGILLA,5
KRO [DEVIANT],MAKKARI/MIKE KHARY/I,23
KRO [DEVIANT],DR. DRUID/ANTHONY LU,100
KRO [DEVIANT],ZAWADI,31
ZAWADI,BLOODSTONE/ULYSSES B,38
ZAWADI,MOLE MAN/HARVEY RUPE,37
ZAWADI,GORGILLA,36
ZAWADI,MAKKARI/MIKE KHARY/I,19
ZAWADI,DR. DRUID/ANTHONY LU,63
DR. DRUID/ANTHONY LU,BLOODSTONE/ULYSSES B,23
DR. DRUID/ANTHONY LU,MOLE MAN/HARVEY RUPE,75
DR. DRUID/ANTHONY LU,GORGILLA,64
DR. DRUID/ANTHONY LU,MAKKARI/MIKE KHARY/I,47
MAKKARI/MIKE KHARY/I,BLOODSTONE/ULYSSES B,89
MAKKARI/MIKE KHARY/I,MOLE MAN/HARVEY RUPE,28
MAKKARI/MIKE KHARY/I,GORGILLA,25
GORGILLA,BLOODSTONE/ULYSSES B,74
GORGILLA,MOLE MAN/HARVEY RUPE,97
MOLE MAN/HARVEY RUPE,BLOODSTONE/ULYSSES B,73
HUMAN TORCH ANDROID/,CAPTAIN AMERICA,10
HUMAN TORCH ANDROID/,TORO/TOM RAYMOND,4
HUMAN TORCH ANDROID/,UNION JACK/LORD MONT,87
HUMAN TORCH ANDROID/,BARON BLOOD/JOHN FAL,44
HUMAN TORCH ANDROID/,SPITFIRE/LADY JACQUE,39
HUMAN TORCH ANDROID/,BUCKY/BUCKY BARNES,94
HUMAN TORCH ANDROID/,SUB-MARINER/NAMOR MA,11
HUMAN TORCH ANDROID/,GEORGE-DAVID LLOYD,37
GEORGE-DAVID LLOYD,CAPTAIN AMERICA,49
GEORGE-DAVID LLOYD,TORO/TOM RAYMOND,39
GEORGE-DAVID LLOYD,UNION JACK/LORD MONT,60
GEORGE-DAVID LLOYD,BARON BLOOD/JOHN FAL,35
GEORGE-DAVID LLOYD,SPITFIRE/LADY JACQUE,63
GEORGE-DAVID LLOYD,BUCKY/BUCKY BARNES,75
GEORGE-DAVID LLOYD,SUB-MARINER/NAMOR MA,1
SUB-MARINER/NAMOR MA,CAPTAIN AMERICA,69
SUB-MARINER/NAMOR MA,TORO/TOM RAYMOND,84
SUB-MARINER/NAMOR MA,UNION JACK/LORD MONT,22
SUB-MARINER/NAMOR MA,BARON BLOOD/JOHN FAL,58
SUB-MARINER/NAMOR MA,SPITFIRE/LADY JACQUE,12
SUB-MARINER/NAMOR MA,BUCKY/BUCKY BARNES,26
BUCKY/BUCKY BARNES,CAPTAIN AMERICA,96
BUCKY/BUCKY BARNES,TORO/TOM RAYMOND,13
BUCKY/BUCKY BARNES,UNION JACK/LORD MONT,54
BUCKY/BUCKY BARNES,BARON BLOOD/JOHN FAL,95
BUCKY/BUCKY BARNES,SPITFIRE/LADY JACQUE,12
SPITFIRE/LADY JACQUE,CAPTAIN AMERICA,2
SPITFIRE/LADY JACQUE,TORO/TOM RAYMOND,33
SPITFIRE/LADY JACQUE,UNION JACK/LORD MONT,63
SPITFIRE/LADY JACQUE,BARON BLOOD/JOHN FAL,89
BARON BLOOD/JOHN FAL,CAPTAIN AMERICA,65
BARON BLOOD/JOHN FAL,TORO/TOM RAYMOND,44
BARON BLOOD/JOHN FAL,UNION JACK/LORD MONT,84
UNION JACK/LORD MONT,CAPTAIN AMERICA,31
UNION JACK/LORD MONT,TORO/TOM RAYMOND,77
TORO/TOM RAYMOND,CAPTAIN AMERICA,76
TORO/TOM RAYMOND,DRACULA/VLAD TEPES,56
TORO/TOM RAYMOND,SPITFIRE/LADY JACQUE,7
TORO/TOM RAYMOND,BUCKY/BUCKY BARNES,12
TORO/TOM RAYMOND,HUMAN TORCH ANDROID/,75
TORO/TOM RAYMOND,UNION JACK/LORD MONT,11
TORO/TOM RAYMOND,CAPTAIN AMERICA,69
TORO/TOM RAYMOND,SUB-MARINER/NAMOR MA,43
TORO/TOM RAYMOND,BARON BLOOD/JOHN FAL,97
BARON BLOOD/JOHN FAL,DRACULA/VLAD TEPES,32
BARON BLOOD/JOHN FAL,SPITFIRE/LADY JACQUE,42
BARON BLOOD/JOHN FAL,BUCKY/BUCKY BARNES,17
BARON BLOOD/JOHN FAL,HUMAN TORCH ANDROID/,15
BARON BLOOD/JOHN FAL,UNION JACK/LORD MONT,15
BARON BLOOD/JOHN FAL,CAPTAIN AMERICA,96
BARON BLOOD/JOHN FAL,SUB-MARINER/NAMOR MA,4
SUB-MARINER/NAMOR MA,DRACULA/VLAD TEPES,78
SUB-MARINER/NAMOR MA,SPITFIRE/LADY JACQUE,56
SUB-MARINER/NAMOR MA,BUCKY/BUCKY BARNES,88
SUB-MARINER/NAMOR MA,HUMAN TORCH ANDROID/,69
SUB-MARINER/NAMOR MA,UNION JACK/LORD MONT,67
SUB-MARINER/NAMOR MA,CAPTAIN AMERICA,81
CAPTAIN AMERICA,DRACULA/VLAD TEPES,42
CAPTAIN AMERICA,SPITFIRE/LADY JACQUE,61
CAPTAIN AMERICA,BUCKY/BUCKY BARNES,92
CAPTAIN AMERICA,HUMAN TORCH ANDROID/,55
CAPTAIN AMERICA,UNION JACK/LORD MONT,21
UNION JACK/LORD MONT,DRACULA/VLAD TEPES,94
UNION JACK/LORD MONT,SPITFIRE/LADY JACQUE,65
UNION JACK/LORD MONT,BUCKY/BUCKY BARNES,99
UNION JACK/LORD MONT,HUMAN TORCH ANDROID/,56
HUMAN TORCH ANDROID/,DRACULA/VLAD TEPES,26
HUMAN TORCH ANDROID/,SPITFIRE/LADY JACQUE,54
HUMAN TORCH ANDROID/,BUCKY/BUCKY BARNES,53
BUCKY/BUCKY BARNES,DRACULA/VLAD TEPES,25
BUCKY/BUCKY BARNES,SPITFIRE/LADY JACQUE,45
SPITFIRE/LADY JACQUE,DRACULA/VLAD TEPES,53
DELGADO-FATHER,CLOAK/TYRONE JOHNSON,3
DELGADO-FATHER,MAYHEM/DET. BRIGID O,81
DELGADO-FATHER,DAGGER/TANDY BOWEN,94
DAGGER/TANDY BOWEN,CLOAK/TYRONE JOHNSON,47
DAGGER/TANDY BOWEN,MAYHEM/DET. BRIGID O,29
MAYHEM/DET. BRIGID O,CLOAK/TYRONE JOHNSON,87
HEATER DELIGHT,STARFOX/EROS,84
IRON MAN/TONY STARK ,RADIOACTIVE MAN/DR. ,28
IRON MAN/TONY STARK ,IRON MAN IV/JAMES R.,17
IRON MAN/TONY STARK ,MANDARIN,73
MANDARIN,RADIOACTIVE MAN/DR. ,84
MANDARIN,IRON MAN IV/JAMES R.,14
IRON MAN IV/JAMES R.,RADIOACTIVE MAN/DR. ,3
IRON MAN/TONY STARK ,ERWIN-CLYTEMNESTRA,53
IRON MAN/TONY STARK ,TAURUS/CORNELIUS VAN,72
IRON MAN/TONY STARK ,IRON MAN IV/JAMES R.,72
IRON MAN/TONY STARK ,ERWIN-MORLEY,30
ERWIN-MORLEY,ERWIN-CLYTEMNESTRA,75
ERWIN-MORLEY,TAURUS/CORNELIUS VAN,3
ERWIN-MORLEY,IRON MAN IV/JAMES R.,71
IRON MAN IV/JAMES R.,ERWIN-CLYTEMNESTRA,19
IRON MAN IV/JAMES R.,TAURUS/CORNELIUS VAN,12
TAURUS/CORNELIUS VAN,ERWIN-CLYTEMNESTRA,43
SIF,VOLLA,31
SIF,CASE-COL. PRESTON,75
SIF,PERRIKUS,28
SIF,BRADLEY-HANK,94
SIF,HAWK,89
SIF,THOR/DR. DONALD BLAK,86
SIF,COLLINS-DEMITRIUS,37
SIF,KINCAID-DR. JANE FO,29
SIF,HELA [ASGARDIAN],2
SIF,SCARLET WITCH/WANDA ,85
SIF,DESTROYER III,45
SIF,IRON MAN/TONY STARK ,63
SIF,FAIRMONT-HANNAH,36
SIF,LOKI [ASGARDIAN],88
SIF,FAIRMONT-AMANDA MAN,18
SIF,CAPTAIN AMERICA,45
CAPTAIN AMERICA,VOLLA,26
CAPTAIN AMERICA,CASE-COL. PRESTON,60
CAPTAIN AMERICA,PERRIKUS,27
CAPTAIN AMERICA,BRADLEY-HANK,11
CAPTAIN AMERICA,HAWK,81
CAPTAIN AMERICA,THOR/DR. DONALD BLAK,84
CAPTAIN AMERICA,COLLINS-DEMITRIUS,63
CAPTAIN AMERICA,KINCAID-DR. JANE FO,75
CAPTAIN AMERICA,HELA [ASGARDIAN],15
CAPTAIN AMERICA,SCARLET WITCH/WANDA ,65
CAPTAIN AMERICA,DESTROYER III,61
CAPTAIN AMERICA,IRON MAN/TONY STARK ,9
CAPTAIN AMERICA,FAIRMONT-HANNAH,5
CAPTAIN AMERICA,LOKI [ASGARDIAN],45
CAPTAIN AMERICA,FAIRMONT-AMANDA MAN,42
FAIRMONT-AMANDA MAN,VOLLA,4
FAIRMONT-AMANDA MAN,CASE-COL. PRESTON,61
FAIRMONT-AMANDA MAN,PERRIKUS,28
FAIRMONT-AMANDA MAN,BRADLEY-HANK,46
FAIRMONT-AMANDA MAN,HAWK,82
FAIRMONT-AMANDA MAN,THOR/DR. DONALD BLAK,69
FAIRMONT-AMANDA MAN,COLLINS-DEMITRIUS,13
FAIRMONT-AMANDA MAN,KINCAID-DR. JANE FO,4
FAIRMONT-AMANDA MAN,HELA [ASGARDIAN],81
FAIRMONT-AMANDA MAN,SCARLET WITCH/WANDA ,86
FAIRMONT-AMANDA MAN,DESTROYER III,27
FAIRMONT-AMANDA MAN,IRON MAN/TONY STARK ,35
FAIRMONT-AMANDA MAN,FAIRMONT-HANNAH,8
FAIRMONT-AMANDA MAN,LOKI [ASGARDIAN],31
LOKI [ASGARDIAN],VOLLA,69
LOKI [ASGARDIAN],CASE-COL. PRESTON,99
LOKI [ASGARDIAN],PERRIKUS,30
LOKI [ASGARDIAN],BRADLEY-HANK,54
LOKI [ASGARDIAN],HAWK,78
LOKI [ASGARDIAN],THOR/DR. DONALD BLAK,83
LOKI [ASGARDIAN],COLLINS-DEMITRIUS,39
LOKI [ASGARDIAN],KINCAID-DR. JANE FO,21
LOKI [ASGARDIAN],HELA [ASGARDIAN],51
LOKI [ASGARDIAN],SCARLET WITCH/WANDA ,81
LOKI [ASGARDIAN],DESTROYER III,19
LOKI [ASGARDIAN],IRON MAN/TONY STARK ,34
LOKI [ASGARDIAN],FAIRMONT-HANNAH,65
FAIRMONT-HANNAH,VOLLA,46
FAIRMONT-HANNAH,CASE-COL. PRESTON,93
FAIRMONT-HANNAH,PERRIKUS,97
